query_num,query,search_mode,rank,rating,similarity_score,category,source_url,chunk_id,text_preview,hybrid_score,keyword_score
1,What is Machine Learning?,semantic,1,2,0.6338491439819336,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,", speech recognition , email filtering , agriculture , and medicine . The application of ML to business problems is known as predictive analytics . Statistics and mathematical optimisation (mathematical programming) methods comprise the foundations of machine learning. Data mining is a related field of study, focusing on exploratory data analysis (EDA) through unsupervised learning . [ 3 ] [ 4 ] From a theoretical viewpoint, probably approximately correct learning provides a mathematical and statistical framework for describing machine learning. Most traditional machine learning and deep learning algorithms can be described as empirical risk minimisation under this framework. History [ edit ] See also: Timeline of machine learning The term machine learning was coined in 1959 by Arthur Samuel , an IBM employee and pioneer in the field of computer gaming and artificial intelligence . [ 5 ] [ 6 ] The synonym self-teaching computers was also used during this time period.",,
1,What is Machine Learning?,semantic,2,2,0.6298491358757019,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"includes learning classifier systems , [ 98 ] association rule learning , [ 99 ] artificial immune systems , [ 100 ] and other similar models. These methods extract patterns from data and evolve rules over time. Training models [ edit ] Typically, machine learning models require a high quantity of reliable data to perform accurate predictions. When training a machine learning model, machine learning engineers need to target and collect a large and representative sample of data. Data from the training set can be as varied as a corpus of text , a collection of images, sensor data, and data collected from individual users of a service. Overfitting is something to watch out for when training a machine learning model. Trained models derived from biased or non-evaluated data can result in skewed or undesired predictions. Biased models may result in detrimental outcomes, thereby furthering the negative impacts on society or objectives. Algorithmic bias is a potential result of data not being fully prepared for training. Machine learning ethics is becoming a field of study and, notably, becoming integrated within machine learning engineering teams.",,
1,What is Machine Learning?,semantic,3,2,0.6280686259269714,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"interacts with a dynamic environment in which it must perform a certain goal (such as driving a vehicle or playing a game against an opponent). As it navigates its problem space, the program is provided feedback that's analogous to rewards, which it tries to maximise. [ 2 ] Although each algorithm has advantages and limitations, no single algorithm works for all problems. [ 43 ] [ 44 ] [ 45 ] Supervised learning [ edit ] Main article: Supervised learning A support-vector machine is a supervised learning model that divides the data into regions separated by a linear boundary . Here, the linear boundary divides the black circles from the white. Supervised learning algorithms build a mathematical model of a set of data that contains both the inputs and the desired outputs. [ 46 ] The data, known as training data , consists of a set of training examples. Each training example has one or more inputs and the desired output, also known as a supervisory signal. In the mathematical model, each training example is represented by an array or vector, sometimes called a feature vector , and the training data is represented by a matrix .",,
1,What is Machine Learning?,semantic,4,1,0.6217938661575317,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"Khosla , predicted that 80% of medical doctors jobs would be lost in the next two decades to automated machine learning medical diagnostic software. [ 108 ] In 2014, it was reported that a machine learning algorithm had been applied in the field of art history to study fine art paintings and that it may have revealed previously unrecognised influences among artists. [ 109 ] In 2019 Springer Nature published the first research book created using machine learning. [ 110 ] In 2020, machine learning technology was used to help make diagnoses and aid researchers in developing a cure for COVID-19. [ 111 ] Machine learning was recently applied to predict the pro-environmental behaviour of travellers. [ 112 ] Recently, machine learning technology was also applied to optimise smartphone's performance and thermal behaviour based on the user's interaction with the phone. [ 113 ] [ 114 ] [ 115 ] When applied correctly, machine learning algorithms (MLAs) can utilise a wide range of company characteristics to predict stock returns without overfitting .",,
1,What is Machine Learning?,semantic,5,1,0.6179922819137573,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"that the majority of the instances in the data set are normal, by looking for instances that seem to fit the least to the remainder of the data set. Supervised anomaly detection techniques require a data set that has been labelled as ""normal"" and ""abnormal"" and involves training a classifier (the key difference from many other statistical classification problems is the inherently unbalanced nature of outlier detection). Semi-supervised anomaly detection techniques construct a model representing normal behaviour from a given normal training data set and then test the likelihood of a test instance being generated by the model. Robot learning [ edit ] Robot learning is inspired by a multitude of machine learning methods, starting from supervised learning, reinforcement learning, [ 74 ] [ 75 ] and finally meta-learning (e.g. MAML). Association rules [ edit ] Main article: Association rule learning See also: Inductive logic programming Association rule learning is a rule-based machine learning method for discovering relationships between variables in large databases. It is intended to identify strong rules discovered in databases using some measure of ""interestingness"".",,
1,What is Machine Learning?,hybrid,1,2,0.6338491439819336,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,", speech recognition , email filtering , agriculture , and medicine . The application of ML to business problems is known as predictive analytics . Statistics and mathematical optimisation (mathematical programming) methods comprise the foundations of machine learning. Data mining is a related field of study, focusing on exploratory data analysis (EDA) through unsupervised learning . [ 3 ] [ 4 ] From a theoretical viewpoint, probably approximately correct learning provides a mathematical and statistical framework for describing machine learning. Most traditional machine learning and deep learning algorithms can be described as empirical risk minimisation under this framework. History [ edit ] See also: Timeline of machine learning The term machine learning was coined in 1959 by Arthur Samuel , an IBM employee and pioneer in the field of computer gaming and artificial intelligence . [ 5 ] [ 6 ] The synonym self-teaching computers was also used during this time period.",0.7436944007873535,1.0
1,What is Machine Learning?,hybrid,2,2,0.6298491358757019,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"includes learning classifier systems , [ 98 ] association rule learning , [ 99 ] artificial immune systems , [ 100 ] and other similar models. These methods extract patterns from data and evolve rules over time. Training models [ edit ] Typically, machine learning models require a high quantity of reliable data to perform accurate predictions. When training a machine learning model, machine learning engineers need to target and collect a large and representative sample of data. Data from the training set can be as varied as a corpus of text , a collection of images, sensor data, and data collected from individual users of a service. Overfitting is something to watch out for when training a machine learning model. Trained models derived from biased or non-evaluated data can result in skewed or undesired predictions. Biased models may result in detrimental outcomes, thereby furthering the negative impacts on society or objectives. Algorithmic bias is a potential result of data not being fully prepared for training. Machine learning ethics is becoming a field of study and, notably, becoming integrated within machine learning engineering teams.",0.7408943951129913,1.0
1,What is Machine Learning?,hybrid,3,2,0.6280686259269714,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"interacts with a dynamic environment in which it must perform a certain goal (such as driving a vehicle or playing a game against an opponent). As it navigates its problem space, the program is provided feedback that's analogous to rewards, which it tries to maximise. [ 2 ] Although each algorithm has advantages and limitations, no single algorithm works for all problems. [ 43 ] [ 44 ] [ 45 ] Supervised learning [ edit ] Main article: Supervised learning A support-vector machine is a supervised learning model that divides the data into regions separated by a linear boundary . Here, the linear boundary divides the black circles from the white. Supervised learning algorithms build a mathematical model of a set of data that contains both the inputs and the desired outputs. [ 46 ] The data, known as training data , consists of a set of training examples. Each training example has one or more inputs and the desired output, also known as a supervisory signal. In the mathematical model, each training example is represented by an array or vector, sometimes called a feature vector , and the training data is represented by a matrix .",0.7396480381488799,1.0
1,What is Machine Learning?,hybrid,4,2,0.6217938661575317,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"Khosla , predicted that 80% of medical doctors jobs would be lost in the next two decades to automated machine learning medical diagnostic software. [ 108 ] In 2014, it was reported that a machine learning algorithm had been applied in the field of art history to study fine art paintings and that it may have revealed previously unrecognised influences among artists. [ 109 ] In 2019 Springer Nature published the first research book created using machine learning. [ 110 ] In 2020, machine learning technology was used to help make diagnoses and aid researchers in developing a cure for COVID-19. [ 111 ] Machine learning was recently applied to predict the pro-environmental behaviour of travellers. [ 112 ] Recently, machine learning technology was also applied to optimise smartphone's performance and thermal behaviour based on the user's interaction with the phone. [ 113 ] [ 114 ] [ 115 ] When applied correctly, machine learning algorithms (MLAs) can utilise a wide range of company characteristics to predict stock returns without overfitting .",0.7352557063102723,1.0
1,What is Machine Learning?,hybrid,5,1,0.6179922819137573,Educational,https://en.wikipedia.org/wiki/Machine_learning,N/A,"that the majority of the instances in the data set are normal, by looking for instances that seem to fit the least to the remainder of the data set. Supervised anomaly detection techniques require a data set that has been labelled as ""normal"" and ""abnormal"" and involves training a classifier (the key difference from many other statistical classification problems is the inherently unbalanced nature of outlier detection). Semi-supervised anomaly detection techniques construct a model representing normal behaviour from a given normal training data set and then test the likelihood of a test instance being generated by the model. Robot learning [ edit ] Robot learning is inspired by a multitude of machine learning methods, starting from supervised learning, reinforcement learning, [ 74 ] [ 75 ] and finally meta-learning (e.g. MAML). Association rules [ edit ] Main article: Association rule learning See also: Inductive logic programming Association rule learning is a rule-based machine learning method for discovering relationships between variables in large databases. It is intended to identify strong rules discovered in databases using some measure of ""interestingness"".",0.7325945973396302,1.0
